date,quality,temperature,enterococci,ecoli,blue_green_algae,other_observations
2021-06-01,1,14.1,70.0,44.0,0,0
2021-06-21,0,20.1,540.0,36.0,0,0
2021-06-24,0,20.4,800.0,2400.0,0,0
2021-06-30,1,21.6,190.0,62.0,0,0
2021-07-13,1,22.3,80.0,37.0,0,0
2021-07-30,1,21.6,190.0,390.0,0,0
2021-08-11,1,18.0,320.0,250.0,0,0
2021-08-18,0,16.9,920.0,1100.0,0,0
2021-08-20,0,15.3,800.0,980.0,0,0
2021-08-26,0,14.0,800.0,2400.0,0,0
2021-09-02,1,14.6,150.0,110.0,0,0
