date,quality,temperature,enterococci,ecoli,blue_green_algae,other_observations
2025-06-04,1,16.1,14.0,14.0,0,0
2025-06-24,0,15.4,500.0,820.0,0,0
2025-06-27,0,15.0,550.0,550.0,0,0
2025-07-01,0,15.6,790.0,1300.0,0,0
2025-07-03,1,17.9,230.0,99.0,0,0
2025-07-22,0,20.3,800.0,1300.0,0,0
2025-07-23,0,20.4,670.0,490.0,0,0
2025-07-28,1,22.2,290.0,340.0,0,0
2025-08-19,1,17.3,50.0,65.0,0,0
