date,quality,temperature,enterococci,ecoli,blue_green_algae,other_observations
2022-06-02,1,13.1,300.0,410.0,0,0
2022-06-16,1,17.6,240.0,36.0,0,0
2022-06-21,0,17.3,510.0,180.0,0,0
2022-06-27,1,27.0,190.0,83.0,0,0
2022-06-30,1,23.8,110.0,23.0,1,1
2022-07-04,1,25.3,34.0,51.0,1,0
2022-07-11,1,22.4,40.0,25.0,1,0
2022-07-26,1,20.1,80.0,29.0,0,0
2022-08-10,1,20.1,50.0,34.0,1,0
2022-08-24,1,21.6,12.0,60.0,0,0
