date,quality,temperature,enterococci,ecoli,blue_green_algae,other_observations
2025-06-04,1,17.3,24.0,17.0,0,0
2025-06-24,0,15.4,550.0,370.0,0,0
2025-06-27,0,15.1,530.0,820.0,0,0
2025-07-01,0,16.1,970.0,1700.0,0,0
2025-07-03,1,17.6,280.0,59.0,0,0
2025-07-22,0,19.7,800.0,820.0,0,0
2025-07-24,1,21.6,200.0,410.0,0,0
